text,scenario,label
help me make brownies,cooking,11
find me a recipe of spaghetti,cooking,11
classice pasta recipes,cooking,11
easy home cooking recipes,cooking,11
find me a recipe for carrot soup,cooking,11
how do i make pizza,cooking,11
what are the best recipes for pesto,cooking,11
what's the recipe for fried chicken,cooking,11
how do you make pasta,cooking,11
what do i need to make pot roast,cooking,11
how many cups are in a quart,cooking,11
what is a substitute for margarine,cooking,11
how long do i need to cook a brisket for it to be medium,cooking,11
what should i make for dinner,cooking,11
what food is good,cooking,11
what is in a curry,cooking,11
what's a good substitute for eggs,cooking,11
how many vegetables should i eat a day,cooking,11
what spices are in indian food,cooking,11
tell me the recipe for mashed potatoes,cooking,11
how do i make mashed potatoes,cooking,11
what is the cooking time for mashed potatoes,cooking,11
how many teaspoons are in a cup,cooking,11
how do i deglaze a pan,cooking,11
how many calories are in a one divided by of peanuts,cooking,11
how do i bake a potato,cooking,11
what temperature is it safe to eat pork,cooking,11
how long do i need to boil an egg,cooking,11
how long do you cook a whole chicken on three hundred and fifty,cooking,11
baking times for chicken in the oven,cooking,11
find ingredients for chicken marsala,cooking,11
how long do you cook an egg over easy,cooking,11
when is asparagus in season,cooking,11
can you substitute baking soda for baking powder,cooking,11
find a recipe for dinner tonight,cooking,11
what should i cook for supper,cooking,11
what's an easy recipe to cook for food,cooking,11
let's cook meatballs together,cooking,11
please find the recipe for meatballs,cooking,11
tell me how to cook meatballs,cooking,11
how do you make vegetarian lasagna,cooking,11
find a recipe for german chocolate cake,cooking,11
how do you pan sear a porterhouse steak,cooking,11
what is an alternative to flour,cooking,11
how can i debone a tilapia,cooking,11
do i have enough ingredients in my refrigerator,cooking,11
look for different recipes,cooking,11
i want to know how to make a chicken in the oven,cooking,11
look for a pizza recipe,cooking,11
how do i cook meatballs,cooking,11
give me a recipe for meatballs,cooking,11
what is the best meatball recipe,cooking,11
access recipe book please,cooking,11
can i get a recipe for tuna,cooking,11
how do i cook a meatloaf,cooking,11
how is pork tenderloin cooked,cooking,11
how is lasagne made,cooking,11
how to cook crabs,cooking,11
healthy foods,cooking,11
best energy food for gym,cooking,11
please cook me a hamburger,cooking,11
i would like a cheeseburger,cooking,11
can you prepare a cheese sandwich,cooking,11
how to do a risotto,cooking,11
do you know how to cook risotto,cooking,11
do you know recipe for risotto,cooking,11
how do you cook steak,cooking,11
show me how to cook lasagna,cooking,11
take me to a video of how to cook spaghetti,cooking,11
what is the temperature i am supposed to cook this lasagna at,cooking,11
what type of cheese do i need for my enchiladas,cooking,11
how long should i cook a steak to achieve medium rare,cooking,11
show me the recipe of tandoori chicken,cooking,11
i need a recipe of veg pulav,cooking,11
i want to see the recipe of veg biryani,cooking,11
what is good way to cook eggs,cooking,11
i need help making pancakes,cooking,11
how do i make meatloaf,cooking,11
what's the recipe for lasagna,cooking,11
tell me how to cook spaghetti,cooking,11
how do you cook a good burger,cooking,11
what do i need for a good burger,cooking,11
how do you bbq chicken,cooking,11
how many cups of water do i need to boil an egg,cooking,11
how long does it take to make meatloaf,cooking,11
does shrimp contain a lot of fat,cooking,11
what temperature do you cook pork on,cooking,11
what should the internal temperature of a turkey be,cooking,11
how long do you cook a fifteen pound turkey,cooking,11
how to cook lasagna,cooking,11
how to cook spaghetti,cooking,11
how to make fried rice,cooking,11
what is a good taco recipe,cooking,11
what is the best chili there is,cooking,11
how do i make peanut butter cookies,cooking,11
what is the difference between bake and broil,cooking,11
find me a good meatloaf recipe,cooking,11
how many eggs should i put in my cake mixture,cooking,11
get me a recipe for cookies,cooking,11
i want a recipe for a burrito,cooking,11
find me a recipe for chicken noodle soup,cooking,11
at what temperature should i bake cookies,cooking,11
how long should i cook chicken for,cooking,11
how long should i cook a steak to be medium,cooking,11
i would like the recipe for baked chicken,cooking,11
i would like instructions on how to cook baked chicken,cooking,11
i need help with cooking baked chicken,cooking,11
locate a recipe for thai fried rice,cooking,11
find a recipe for homemade bread,cooking,11
search for gluten free menus,cooking,11
show me cooking websites,cooking,11
call mom,email,16
show me how to cook a recipe,cooking,11
how do you make cookies,cooking,11
how do you use an oven,cooking,11
download cooking app,cooking,11
show me a cookie recipe,cooking,11
what do you use to make cookies,cooking,11
find the correct temperature for frying a whole turkey,cooking,11
how long do i chill an icebo pie,cooking,11
find the right amount of cinnamon for the garam masala,cooking,11
how do you cook a four cheese omelette,cooking,11
look up recipes for four cheese omelette,cooking,11
find the highest rated recipe from foodnetworkcom for a four cheese omelette,cooking,11
how to make taco,cooking,11
find me the recipe for a cake,cooking,11
get recipe for making a hotdog,cooking,11
find a recipe for chicken alfredo,cooking,11
crockpot recipe for chicken alfredo,cooking,11
how do i cook chicken alfredo,cooking,11
how can a cook risotto,cooking,11
show me a spaghetti recipe,cooking,11
i need to know how to make stuffed peppers,cooking,11
can you pull up a recipe for spaghetti,cooking,11
can you tell me how to cook chocolate chip cookies,cooking,11
how do you make sunny side up eggs,cooking,11
how long should i simmer rice for,cooking,11
what goes with risotto,cooking,11
what does rice wine go with,cooking,11
bring up a recipe for turkey meatballs,cooking,11
find turkey meatball recipe,cooking,11
what is a good way to make turkey meatballs,cooking,11
how long do i cook maccoroni,cooking,11
what is the temperature to cook chicken in the oven,cooking,11
how long do i boil a hard boiled egg,cooking,11
